Accession Number	Old Classification Number	Title Stroke	Title	Author Stroke	Author	Publisher	Publication Date	Original Title	Summary	Edition	Series	Publication Place	Pages or Duration	Notes	ISBN	Cost	Last Changed	Editor	Verified	Volume	Author Number	Classification Number	Book Type	Format	Media	Translator	Usage	Cataloged Date	Charge	Language
4276	TEMPB1012	0	Out of the wilderness	0	Susan E. Hilliard	Standing publishing	1989				decide your own adventure	OHIO	144		874035813	10			FALSE		HIL	mf					0		0	
4277	TEMPB1013	0	City of Gold	0	Susan E. Hilliard	Standing oublishing	1989				Decide your own adventure	OHIO	144		874035848	10			FALSE		HIL	mf					0		0	
4278	TEMPB1018	0	The Dreamer	0	Susan E. Hillliard	Standing publishing	1990				decide your own adventure	OHIO	144		874037263	10			FALSE		HIL	mf					0		0	
4279	TEMPB1016	0	Day of the fire storm	0	Susan E. Hilliard	Standing publishing	1989				decide your own	OHIO	144		087403583X	10			FALSE		HIL	mf					0		0	
4280		0	Wonderful You!	0	Linda & Alan Parry	Thomas Nelson Inc.	1992					Tenesse	12		840777205	10			FALSE		PAR	mnf					7		0	
4281		13	新約希臘文中文辭典	0	"Bauer, Walter"	浸宣出版社	1994	A Greek-Chinese Lexicon of The New Testament				台灣台中	5624p			80			FALSE		BAU	225.4				戴德理	0		0	
4282		0	The Septugint With Apocrypha: Greek and English	0	"Brenton, Lancelot C. L."	Hendrickson Publishers	1995			5th		USA	1127p		913573442	30			FALSE		SEP	220.5					0		0	
4283		0	A Greek-English Lexicon of the New Testament and Other Early Christian	0	"Arndt, William F.;Gingrich, F. Wilbur"	The University of Chicago Press	1979			2nd		Chicago	900p		226039323	35			FALSE		ARN	225.4					0		0	
4284		0	A Greek-English Lexicon of the New Testament and Other Early Christian	0	"Arndt, William F.;Gingrich, F. Wilbur"	The University of Chicago Press	1979			2nd		Chicago	900p		226039323	35			FALSE		ARN	225.4					0		0	
4285		0	The Analytical Lexicon To the Septuagint	0	"Taylor, Bernard A."	Zondervan Publishing House	1994					"Grand Rapids, MI"	460p		310535409	30			FALSE		TAY	225.3					0		0	
4286		0	The Analytical Lexicon To the Greek New Testament	0	"Mounce, William D."	Zondervan Publishing House	1993					"Grand Rapids, MI"	542p		310542103	40			FALSE		MOU	225.4					0		0	
4287		0	New Testament Greek Syntax - An Illustrated Manual	0	"Perschbacher, Wesley J."	Moody Press	1995					Chicago	449p		802460445	35			FALSE		PER	225.3					0		0	
4288		0	The Interlinear NASB-NIV Parallel New Testament in Greek and English	0		Zondervan Publishing House	1993					"Grand Rapids, MI"	753p		310401704	30			FALSE		NAS	225.4				Alfred Marshall	0		0	
4289		0	Theological Dictionary of the New Testament	0		Wm. B. Eerdmans Publishing Co.	1985					"Grand Rapids, MI"	1356p		853643229	45		"Kittel, Gerhard; Friedrich, Ge"	FALSE		KIT	225.3					0		0	
4290		0	A Grammar of The Greek New Testament in the Light of Historical Resear	0	"Robertson, A. T."	Broadman Press	1934					"Nashville, TN"	1454p.		805413081	50			FALSE		ROB						0		0	
4291	BC10094	0	Little People in Tough Spots	0	V.Gilbert Beers; Ronald A. Beers	"Olver, Nelson Books"	1992					"Nashville, Tennesse"	151		840791577	10			FALSE		BEE	MD				;	8		0	
4292	E60003-2	16	舉目看田 - 海外華人五千萬	15	鄭果	中信	1987					美國	13p.			10			FALSE		ZHE	266.3					0		0	
4293	E60003-1	16	舉目看田 - 海外華人五千萬	15	鄭果	中信	1987					美國	13p.			10			FALSE		ZHE	266.3				.	0		0	
4294	E60002	4	今日華人教會普世差傳的策略	11	許光導	中信	1983					美國	16p.			10			FALSE		XU	266.1					0		0	
4295	E60001	11	教會普世宣道事工，      一條蒙福的途徑	11	許光導	中信	1977					美國	63p.			10			FALSE		XU	266.1					0		0	
4296	E40025	11	婦女團契手冊	17	謝淑玉等	長老會	1988					台灣	116p			10			FALSE		XIE	259.3					1		0	
4297	B60006	12	無能者的大能	12	溫偉耀	卓越	1991					香港	143p.			10			FALSE		WEN	261					3		0	
4298	B40001-1	24	觀 世 音 菩 薩 真 相	22	龔 天 民	校園	1992					台灣	47p.			10			FALSE		KUN	239					2		0	
4299	F10068	7	杜鵑窩拾穗	8	卓良珍	宇宙光	1986					台灣	125p.			10			FALSE		ZHU	250.2					4		0	
4300	B15004	11	從靈洗到滿有聖靈	8	林道亮	華神	1989					台灣	77p.			10			FALSE		LIN	237					11		0	
4301	B15003	13	聖靈與方言	11	陳終道	宣道	1968					香港	91p.			10			FALSE		CHA	237					5		0	
4302	A21703	9	神在那裏	0		播道	1985				研讀全本聖經的分級課程	香港	0			10			FALSE			222.73095					9		0	
4303	A21701	5	以斯帖書精解	0	Livingstone	靈修書室	1972	Exposition Of The Book of Esther				台灣	148p.			10			FALSE		LIV	222.73071					2		0	
4304	A10308	13	聖經七時代簡介	11	陳偉崑	陳偉崑	1977					香港	95p.			10			FALSE		CHA	220.062					2		0	
4305	B50010	14	認識新紀元運動	11	曾立華	宣道	1992					香港	30p			10			FALSE		TSA	239					0		0	
4306	B50009-1	13	路德脫離天主教前後	0	"Carlberg,Gustav"	信義宗聯合出版部	1955	Luther's Break With Rome				香港	54p.			0			FALSE		CAR	230.044				王敬軒	0		0	
4308	B50009-2	13	路德脫離天主教前後	0	"Carlberg,Gustav"	信義宗聯合出版部	1955	Luther's Break With Rome				香港	54p.			0			FALSE		CAR	230.044				王敬軒	1		0	
4309	B17010	13	聖公會信仰簡介	0	"Herbert,Roy"	主日學	1981	Introducing Anglican Beliefs				臺灣	95p.			0			FALSE		HER	230.1				簡啟聰	1		0	
4311	B19001	4	天使?0	"Graham,Billy"	學園	1988	Angels				臺灣	159p.			0			FALSE		GRA	235.1				何國強	17		0		
4314	B20012	13	當代基督教與政治	0	"Colson,Charles"	校園	1992	Kingdoms in Conflict			校園叢書	台灣	335p.			0			FALSE		COL	261.7				陳詠	7		0	
4315	A10603-2	20	釋經學原理	0	"Berkhof,L"	浸信會	1977	The Principles of Bible Interpretation				香港	163p.			0			FALSE		BER	220.6				蕭維元	0		0	
4316	A10604-2	9	研經法論集	0	"Job,John"	宣道	1981	Studying God's Word			信徒叢書	香港	103p.			0		.	FALSE		JOB	220.61				雷保衛等	0		0	
4317	C20134	5	四種愛	0	"Lewis,C.S."	基文社	1989	The Four Loves				台灣	148p.			0			FALSE		LEW	248.2				曾珍珍	21		0	
4318	D50025	14	福音集錦	17	謝模善	活水	1980					香港	199p.			0			FALSE		HSI	243				；	2		0	
4319	H30002	8	牧範學導言	0	"Hitner,Seward"	文藝	1977	Preface to Pastoral Theology			基督教神學教育叢書	香港	284p.			0			FALSE		HIT	253.1				馬鴻述	0		0	
4320	D50020	9	耶穌是神的兒子嗎？	12	張郁嵐	福音	1983					台灣	75p.			0			FALSE		ZHA	243					1		0	
4321	D50024-5	4	什麼叫做信耶穌	4	王峙	宣道	1984					香港	106p.			0			FALSE		WAN	243					2		0	
4322	a1	13	新約原文字解	0	"Barclay,William"	基文	1979	New Testament Words				香港	187p.			0			FALSE		BAR	220.13				鄧肇明	0		0	
4323	82150	13	聖經寶訓(上)	10	唐以理	浸信會	1962	What the Bible Teaches				香港	0			0			FALSE	Ⅰ	TOR	230					0		0	
4324	B30007	13	聖經與中國文化	7	李道生	主日學	1987					台灣	358p.			0			FALSE		LEE	275.1					10		0	
4325	H10028	13	傷癒	0	"Seamands,David A."	學園	1994	Healing for Damaged Emotions				台灣	180p.-			0			FALSE		SEA	250.3				王環苓	0		0	
4326	B10008	11	基督教信仰與中國	8	周聯華	浸信會	1980					台灣	245p.			0			FALSE		ZHO	275.1					5		0	
4327	20002-2	9	科學與信仰之和諧	16	盧約翰	宣道	1973					香港	214p.			0			FALSE		LU	243.2					1		0	
4328	A20601	13	聖經要義 歷史書(上)卷二	13	賈玉銘	晨星	1981					香港	944p.			0			FALSE	Ⅱ	JIA	222.07					3		0	
4329	C20095	9	若	0	"Carmichael, Amy"	證主	1990	If				香港	0			0			FALSE		CAR	248.2				蘇恩佩	3		0	
4330	C60004	3	大有果效的事奉—邵遵瀾講道集	8	邵遵瀾	證道	1987					香港	175p.			0			FALSE		SHO	252					4		0	
4331	C6009	6	各樣的安慰	11	陳馬可	中國佈道會	1970					香港	242p.			0			FALSE		CHE	248.2					1		0	
4332	c20102	4	心意更新—如何調整內心生活	0	"MacDonald,Gordon"	證主	1990	Ordering Your Private World				香港	189p.			0			FALSE		MAC	248.2				吳李金麗	10		0	
4333	C20194	12	進深之旅—認識三一神	0	"Swindoll,charles R."	福音	1993	Growing Deep in chrisitan Life				香港	176p.			0			FALSE		SWI	231				易啟年	6		0	
4334	C20195	12	進深之旅—踏上救恩路	0	"Swindoll,Charles R."	福音	1993	Growing Deep in chrisitan LifeⅡ				香港	228p.			0			FALSE		SWI	243.1				易啟年	7		0	
4335	C20198	8	孤蓬萬里征	20	蘇文峰	使者	1994					美國	231p.			0		.	FALSE		SU	249					2		0	
4336	C20196	13	經歷神	4	王志學	基道	1993					香港	200p.			0			FALSE		WAN	248.21094					3		0	
4337	C20055-2	9	信心增長的三階段	15	鄭天福	神的教會	1982					台灣	62p.			0			FALSE		JEN	248.2					2		0	
4338	C20089-1	11	開我的眼睛	15	鄭連明；畢德生	人光	1981					台灣	193p.			0			FALSE		ZHE	220					0		0	
4339	C20089-2	11	開我的眼睛	15	鄭連明；畢德生	人光	1981					台灣	193p.			0			FALSE		ZHE	220					0		0	
4340	20	5	正常的基督徒生活	10	倪柝聲	福音	1980					台灣	280p.			0			FALSE		NEE	227.1071					3		0	
4341	C50008	9	神 的 旨 意	4	王 明 道	晨星	1981					香港	21p.			0			FALSE		WAN	248.23					2		0	
4342	C60011	11	培靈講道36集	8	林克己；麥希真；高文	港九培靈研經會	1985					香港	224p.			0			FALSE		LIN	252					2		0	
4343	C21037	8	受教的心	0	"Tozer,A.W."	宣道	1989	God Tells the Man Who Cares			陶恕選輯	香港	192p.			0			FALSE		TOZ	248.2				梁王素雅	9		0	
4344	E10011-2	11	執事十問	0	"MacArthur,John F. Jr."	福音團契	1990	Answering the Key Questions about Deacons				香港	24p.			0			FALSE		MAC	254.2				沈觀淦	1		0	
4345	D30007	7	我為什麼相信聖經	0	"Duncan,M.H."	主日學	1983	Why I Believe the Bible				台灣	56p.			0			FALSE		DUN	220.1				林麗雪	0		0	
4346	D30021	11	基督教的天道觀	11	章力生	中信	1983					台灣	42p.			0			FALSE		ZHA	239					0		0	
4347	D30018	7	快活人生—與二十世紀     蘇格拉底對話	0	"Kreeft,Peter"	校園	1987	The Best Things in Life				台灣	99p.			0			FALSE		KRE	243				蕭麗吉	3		0	
4348	H10027	9	勇敢的拿下面具，做個    真誠自然的人	0	"Swindoll,Charles R."	大光	1992				自我成長	台灣	269p.			0			FALSE		SWI	248.26				嚴彩琇	14		0	
4349	E10002	6	成全聖徒各盡其職	0		紐約夏令會	1980					美國	230p.			0			FALSE			252					3		0	
4350	B13003	11	基督的四個主要階段	7	李常受	福音	1980					台灣	42p.			0			FALSE		LEE	232					0		0	
4351	B15006	13	聖經裏的聖靈充滿	4	王國顯	晨星	1979					九龍	63p.			0			FALSE		WON	237					5		0	
4352	E10004	11	從聖經看長執	8	邵遵瀾	華神	1981					台灣	98p.			0			FALSE		SAO	254.2					2		0	
4353	A32703	11	啟示錄註釋	12	張永信	宣道	1990					香港	361p.			0			FALSE		CHE	228.07					9		0	
4354	G30022	4	不要給孩子太多	0	"Minear,Ralph E.;Proctor,William"	主日學	1991	Kids Who Have Too Much				台灣	240p.			0		;	FALSE		MIN	249.14				江謝美華；莊恩慈	16		0	
4355	D30017-2	4	中國景教的研究	15	鄭連明	長老會	1965				基督教在台宣教百週年紀念叢書	台灣	100p.			0			FALSE		CHE	275.1					1		0	
4356	D30017-1	4	中國景教的研究	15	鄭連明	長老會	1965				基督教在台宣教百週年紀念叢書	台灣	100p.			0			FALSE		CHE	275.1					5		0	
4357	D30016	11	基督眼裏的中華民族(上)	10	徐松石	浸信會	1974				宗教比較學研究	香港	176p.			0			FALSE	Ⅰ	HSU	239					3		0	
4358	E10001	15	寫給事奉神的人	11	陳終道	福音文宣社	1974					臺北	142p.			0			FALSE		CHE	248.25					2		0	
4359	H30001	8	牧會協談的基本類型	0	"Clinefell,Howard J."	教會公報社	1974					台灣	346p.			0			FALSE		CLI	250.3				葉重新	2		0	
4360	C20126	8	幸福之鑰	0	"Graham,Billy"	浸信會	1975	The Secret of Happiness				九龍	202p.			0			FALSE		GRA	226.631071				閻人俊	2		0	
4361	B13001	16	獨排眾議的基督—福音派要道研究	0	"Stott,John R.W."	證道	1977	Christ the Controversialist			護教叢書之一	香港	139p.			0			FALSE		STO	239				古樂人	2		0	
4362	B13005	9	耶穌—神的兒子	0	"McDowell,Josh; Larson Bart"	學園	1985	Jesus-A Biblical Defense of His Deity				台灣	102p.			0			FALSE		MCD	232				魏玉琴	4		0	
4363	D10009	7	我不信—信仰難題解答	8	周聯華	宇宙光	1992					台灣	118p.			0			FALSE		ZHO	243.9					9		0	
4364	H30004	14	稱職的現代師母	8	林建二；羅榮光	人民	1981					台灣	130p.			0		.	FALSE		LIN	253.3					0		0	
4365	B17005	10	家—教會的縮影	0	"Getz, Gene A."	證主	1986	The Measure of A Family				香港	173p.			0			FALSE		GET	249.1				古樂人	2		0	
4366	H20001-2	14	精神醫學與教牧神學	0	"Walters, Orville"	華神	1980					台灣	124p.			0			FALSE		WAL	250				林恂；陸汝斌	2		0	
4367	B17012	14	認識教會(原書名﹕美境重尋)	0	"Griffiths,Michael"	校園	1988	Cinderella with Ammesia			神學基礎叢書	台灣	146p.			0			FALSE		GRI	238				劉良淑	2		0	
4368	D30029	4	中華文化與聖經教訓之對比	15	鄭國治	學園	1989					台灣	119p.			0			FALSE		TEY	239					3		0	
4369	A10212	13	新約概論	10	馬有藻	中信	1991					台灣	452p.			0			FALSE		MA	225.01					14		0	
4370	A10217	13	聖經研究(三)—兩約之間至啟示錄	0	"Baxter,Sidlow J."	種籽	1992	Explore the Book(Ⅲ)			種籽神學教育叢書	加拿大	698p.			0		楊牧谷	FALSE	Ⅲ	BAX	225.01				吳主光	9		0	
4371	A10215	13	聖經研究(3)—兩約之間至啟示錄	0	"Baxter,Sidlow J."	種籽	1992	Explore the Book(Ⅰ)			種籽神學教育叢書	加拿大	572p.			0		楊牧谷	FALSE	Ⅰ	BAX	221.01				楊牧谷	0		0	
4372	A10307	17	應許之地小百科	0	"Teringo,Robert"	大光	1991	The Land & People Jesus Knew				台灣	283p.			0			FALSE		TER	220.062				鄭淑瑞	7		0	
4373	I10013	12	尋道記	0	"Miura,Ayako"	文藝	1982	There Was a Way			基文青年叢書	九龍	291p.			0			FALSE		MIU	245				劉慕沙	9		0	
4374	F10072	9	枷鎖	11	曾家彬等	中信	1978					美國	187			0		林來慰	FALSE		ZEN	245					3		0	
4375	D30033	13	當代護教手冊	0	"Geisler,Norman L.;Brooks,Ronald M."	校園	1994	When Skeptics Ask			當代叢書	台灣	410p.			0			FALSE		GEI	239				楊長慧	13		0	
4376	D30030	9	為我骨肉之親—給台灣百姓的福音	4	王武聰	台福	1993					美國	109p.			0			FALSE		WAN	243					0		0	
4377	F10073	14	熬煉	4	尤新	中信	1993					美國	192p.			0		何曉東	FALSE		YOU	245					7		0	
4378	A10213	13	聖經鳥瞰	14	趙中輝	改革宗翻譯社	1981	The Bird's Eye View of Scripture				台灣	152p.			0			FALSE		CHA	220.1					3		0	
4379	A10304	13	聖經中的風俗習慣	9	洪寬威	台灣長老會	1977					台灣	56p.			0			FALSE		HON	220.062				.	1		0	
4380	A10208	13	新約導論	0	"Harrison,Everett F."	浸宣	1978	Introduction to the New Testament				台灣	555p.			0			FALSE		HAR	225.01				李本實	6		0	
4381	A10218	13	聖經簡析	0	"Mcgee,J.Vernon"	福音團契	1988	Briefing the Bible				香港	191p.			0			FALSE		MCG	220.01				馮熙文	6		0	
4382	A10301	6	列祖的腳蹤—上帝子民的歷史	0	"Kelly,Balmer H."	人光	1980	The History of the People of God			現代門徒訓練叢書	台灣	101p.			0			FALSE		KEL	221.062				陳南州	1		0	
4383	A30402	9	約翰福音	0	"Morgan,G.Campbell"	活石	1987	The Gospel According to John			摩根解經叢書	美國	288p.			0			FALSE		MOR	226.407				方克仁	9		0	
4384	B10001	9	信仰之環	0	"Lewis,Gordon R."	中信	1980	Decide for Yourself				台灣	165p.			0			FALSE		LEW	230				華神	1		0	
4385	D10006	14	福音要旨回答	0	"Birrel,M.B."	宣道	1981	Gospel Catechism				香港	51p.			0			FALSE		BIR	243.9					0		0	
4386	D10010	8	非基督徒的問題探索	0	"Wood,Barry"	主日學	1985	Questions Non-Christians Ask				台灣	217p.			0			FALSE		WOO	243.9				錢曜誠	0		0	
4387	D10004	14	福音神學暨福音難題解答	7	吳主光	天道	1990				神學教育叢書	香港	513p.			0			FALSE		NG	243.9					6		0	
4388	A20108	12	創世記自習指導	0	"Turnbull,M.Ryerson"	主日學	1987	Guide to the Study of Genesis				台灣	118p.			0			FALSE		TUR	222.11094				方馬明初	1		0	
4389	A30404-3	9	約翰福音註釋(下)	0	"Barclay,William"	文藝	1990	Gospel of John			每日研經叢書	香港	318p.			0			FALSE	Ⅱ	BAR	226.407				梁敏夫	8		0	
4391		0	The Incredible Journey	0	"Tramp,H"	Thomas Nelson	1990					USA	12			10			FALSE		TRA	PMB					1		0	
4392		0	Trouble In The School Yard	0	"Coleman, William"	David Cook Publishing	1986					USA	0			10			FALSE		COL	PMPB					6		0	
4393		0	Watch Out For Becky	0	"Colson, Charies"	Chariot Books	1986					USA	0			10			FALSE		COL	PSPB					5		0	
4394	B1008	0	The Prodigal Son	0		Chariot Books	1990					USA	0			10			FALSE			PSPB					3		0	
4395		0	Heather White Stone	0	"Daphne, Gary"	Harper Collins	1946					USA	121p			4.99			FALSE		DAP	JB					0		0	
4396	CC10067	0	How to Get Better Grades and Have More Fun	0	"Douglass, Steve"	Here's Life	1986					USA	143p			10			FALSE		DOU	JHNF					1		0	
4397		0	The Bible Story	0	"Maxwell, Arthur"	Stanbourough	1955				Volume 6	USA	192p			10			FALSE		MAX	MB					1		0	
4398		0	The Bible Story	0	"Maxwell, Arthur"	Stanbourough	1955					USA	192p			10			FALSE		MAX	MB					1		0	
4399		0	The Bible Story	0	"Maxwell, Arthur"	Stanbourough	1955				Volume 4	USA	192p			10			FALSE		MAX	MB					0		0	
4400		0	The Bible Story	0	"Maxwell, Arthur"	Stanbourough	1955				Volume 5	USA	192p			10			FALSE		MAX	MB					1		0	
4401		0	The Bible Story	0	"Maxwell, Arthur"	Stanbourough	1955				Volume 3	USA	192p			10			FALSE		MAX	MB					0		0	
4402	F20039	15	輪 椅 上 的 畫 家	0	"Eareckson, Joni"	中國主日學	1988					台北	175			10			FALSE		EAR	245					2		0	
4403	C20148-2	14	蒙 福 生 活 -- 現 在 與 未 來	0	"Meyer, F.B."	活 泉	1992	The Present Tense and Future Tense of Blessed Life				USA	165			10			FALSE		MEY	248.2				鐘 越 娜	2		0	
4404	B4004	11	基 督 教 與 世 界 宗 教	0	"Vos,G.Johannes"	基 督 教 改 革 宗 翻 譯	1981	A Christian Introduction to Religions os the World				台 灣	67p.			10			FALSE		VOS	239				趙 中 輝	3		0	
4405	F20065	12	尋	0	Isabel Kuhn	主 日 學	1961	By Searching				台北	203			10			FALSE		KUH	267.1				許 崇 明	3		0	
4406	A21908	9	美 辭 泉 湧 (下 )	12	焦 源 濂	校園	1991					台北	455			10			FALSE	Ⅱ	CHI	223.2071					2		0	
4407	C20159	20	饒 恕 的 藝 術	0	"Lockerbie, Jeanette"	校園	1988	"Forgive, Forget And Be Free"				台北	229			10			FALSE		LOC	249.2				湯 麗 蘭	13		0	
4408	F20087	5	司 布 真 傳	0	"Fullerton,W.Y."	以琳	1988	Charles H. Spurgeon				台北	328			10			FALSE		FUL	267.3				何 國 強	11		0	
4409	C20085-2	14	魂 的 潛 勢 力	10	倪 柝 聲	歸主	1981					台北	68			10			FALSE		LEE	248.2					3		0	
4410	C20085-1	14	魂 的 潛 勢 力	10	倪 柝 聲	歸主	1981					台北	68			10			FALSE		LEE	248.2					2		0	
4411	C20084	2	十 字 架 的 三 重 定 理 -- 神 救 贖 的 原 則 之 二	0	"Sparks, Austin"	福音	1953					台北	12			10			FALSE		SPA	248.2					1		0	
4412	C20083	6	死 亡 九 分 鐘	0	"Ritchie, George"	中國主日學	1987	Return From Tomorrow				台北	170			10			FALSE		RIT	236.1				陳 建 民	4		0	
4413	F20052	10	馬 丁 路 德 傳	0	"Holmquist,H.H."	道聲	1992	The Life of Martin Luther				香港	213			7.8			FALSE		HOL	267.3				戴 懷 仁 、 陳 建 勛	8		0	
4414	F20053	5	他 必 保 守	0	"Adeney, David"	NA	1975	China--Christian Students Face the Revolution				香港	103			10			FALSE		ADE	261.7				中 天	0		0	
4415	C30015	13	聖 經 如 何 教 導 禁 食	0	"Felwell, Jerry"	橄欖	1985	What the Bile Teaches				台北	63			10			FALSE		FAL	248.21				方 新 恩	5		0	
4416	C50006	6	行 在 神 的 旨 意 中	7	吳 恩 溥	聖文社	1980					台北	128			10			FALSE		WU	248.23					8		0	
4417	B15009	13	聖 靈 — 超 然 生 活 之 鑰	0	"Bright, Bill"	學 園	1988	The Holy Spirit-The Key to Supernatural Living				台 灣	228p.			0		.	FALSE		BRI	231.7				古 正 民 ； 何 玲 慧	11		0	
4418	A20901	16	默 想 撒 母 耳 記 上	11	陳 則 信	基 督 徒 出 版 社	1977					香 港	195p.			0			FALSE			223.41071					2		0	
4419	A20802-3	13	新 時 代 的 序 幕	12	張 覺 民	主 日 學	1979					台 灣	158p.			0			FALSE		ZHA	223.3207					0		0	
4420	A20802-1	13	新 時 代 的 序 幕	12	張 覺 民	主 日 學	1979					台 灣	158p.			0			FALSE		ZHA	223.3207					1		0	
4421	A20604	16	戰 地 實 錄	0		播 道	1980				研 讀 全 本 聖 經 的 分 級 課 程	香 港	132p.			0			FALSE			222.2094					0		0	
4422	C20164	11	基 督 徒 與 禱 告	0		學 園	1980				信 徒 靈 命 助 長 十 步 (4)	台 灣	26p.			0			FALSE	Ⅳ		248.2094					2		0	
4423	C20160	8	奇 特 的 耶 穌	0		學 園	1980				信 徒 靈 命 助 長 十 步 ( 引  論)	台 灣	41p.			0			FALSE	Ⅳ		248.2094					2		0	
4424	C20163	11	基 督 徒 與 聖 靈	0		學 園	1980				信 徒 靈 命 助 長 十 步 ( 3)	台 灣	25p.			0			FALSE	Ⅲ		248.2094					1		0	
4425	C20168	11	基 督 徒 與 管 家 職 分	0		學 園	1980				信 徒 靈 命 助 長 十 步 (8)	台 灣	40p.			0			FALSE	Ⅷ		248.2094					1		0	
4426	C20162	11	基 督 徒 與 豐 盛 的 生 命	0		學 園	1980				信 徒 靈 命 助 長 十 步 (2)	台 灣	40p.			0			FALSE	Ⅱ		248.2094					4		0	
4427	C20161	11	基 督 徒 的 新 發 現	0		學 園	1980				信 徒 靈 命 助 長 十 步(1)	台 灣	32p.			0			FALSE	Ⅰ		248.2094					1		0	
4428	C20167	11	基 督 徒 與 引 人 歸 主 (7)	0		學 園	1980				信 徒 靈 命 助 長 十 步 (7)	台 灣	29p.			0			FALSE	Ⅶ		248.2094					1		0	
4429	A21914	13	詩 篇 綆 汲 (溢 字 冊 )	10	徐 松 石	浸 信 會	1973					香 港	180p.			0			FALSE			223.07					2		0	
4430	A21915	13	詩 篇 綆 汲 (福 杯 滿 溢  )	10	徐 松 石	浸 信 會	1973					香 港	202p.			0			FALSE			223.07					3		0	
4431	A22401	9	耶 利 米 與 今 日	0	"Carlberg, Gustav"	信 義宗 聯 合 出 版 部	1960	Jeremiah And Today				香 港	27p.			0			FALSE		CAR	224.12071				呂 紹 端	0		0	
4432	A22302-1	6	危 機、審 判、復 興	0	"Peskett, Howard"	學 生 福 音 團 契	1984	Trusting god in Turblent Times			門 徒 查 經 課 程	香 港	60p.			0			FALSE		PES	224.11094				莫陳詠恩	1		0	
4433	A22304	14	遙 報 喜 信 (以 賽 亞 書 )	0		播 道 會	1980				研 讀 全 本 聖 經 的 查 經 課 程	香 港	193p.			0			FALSE			224.11095					2		0	
4434	A22402	9	耶 利 米 書 研 經 導 讀	0	"Huey,F.B. Jr."	天 道	1983	A Study Guide commentary:Jeremiah				香 港	157p.			0			FALSE		HUE	224.1207				陳 惠 榮	2		0	
4435	A32307	13	愛 徒 的 叮 嚀	15	滕 近 輝	宣 道	1989					香 港	157p.			0			FALSE			227.96071					1		0	
4436	D50036	9	信 仰 入 門	10	高 惠 民	人 光	1984					台 灣	131p.			0			FALSE		GAO	243.1					1		0	
4437	C20059	14	認 識 神 的 途 徑	0		福 音	1976					台 灣	41p.			0			FALSE			248.2					2		0	
4438	C20155	9	活 著 就 是 基 督	0	"Morgan, G. Campbell"	活 泉	1992	To Live is christ			摩 根 著 作 精 選	美 國	231p.			0			FALSE		MOR	248.2				鍾 越 娜	3		0	
4439	D50037	13	聖 經 如 此 說	0	"Kuiper,R.B."	改 革 宗 翻 譯 社	1980	The Bible Tells Us So				台 灣	131p.			0			FALSE		KUI	230				趙 中 輝	2		0	
4440	B40009	6	地 藏 菩 薩 與 閻 羅 王 真 相	22	龔 天 民	校 園	1990				基 督 徒 研 究 佛 教 小 叢 書	台 灣	79p.			0			FALSE		KUN	239					6		0	
4441	A10408	13	新 約 神 學　上	0	"Ladd, GeorgeEldon"	中華福音神學	1992	The theoligy od the New Testament				台 灣	816			39.95			FALSE		LAD	225.02				馬 可 人 ； 楊 淑 蓮	3		0	
4442	D10001-2	13	聖 經 問 題 解 答	11	陳  終 道	天 道	1982					香 港	209p.			0			FALSE		CHA	220.71					2		0	
4443	C20156	15	誰 是 老 板	0	"Tenney, Merrill, C."	橄 欖	1983	12 Questions Jesus Asked				台 灣	121p.			0			FALSE		TEN	232				周 如 歡	3		0	
4444	G20001	14	與 夫 妻 坦 誠 交 談	0	"Dobson, James C."	大 光	1984	Straight Talk to Man and Their Wives				台 灣	277p.			0			FALSE		DOB	249.13				嚴 彩 琇	4		0	
4445	A10501	13	新 約 全 書 的 正 確 譯 法	17	龍 靈 光	為 道	1977					香 港	233p.			0			FALSE		LOO	220.5					1		0	
4446	C20060	8	使 被 欺 壓 的 得 自 由	0	"Mcelheron, clifton K."	主 日 學	1973	Let the Oppressed Go Free				台 灣	49p.			0			FALSE		MCE	248.2				趙 道 林	0		0	
4447	A10409	11	基 督 是 一 切 — 新 約 各 卷 精 華(卷 一 )	6	江 守 道	活 道	1993					台 灣	118p.			0		活 道 編 輯 室	FALSE	Ⅰ	JIA	225.071					0		0	
4448	A10407-1	15	論 諸 先 知 的 使 命	20	蘇 喬 治	少 年 歸 主	1977					台 灣	111p.			0			FALSE		SU	221.071					0		0	
4449	A10410	8	承 先 啟 後 話 先 知	0	"Huey, F. B."	校 園	1991	Yesterday's Prophets for Today's World				台 灣	191p.			0			FALSE		HUE	221.071				林 楹 俊	4		0	
4450	A10607	9	活 用 讀 經 法	12	張 修 齊 ； 張 胡 怡 蒨	證 主	1978					香 港	59p.			0			FALSE		ZHA	220.61094					0		0	
4452	A40211	13	當 走 之 路	0	"Warren, N. L."	證 主	1980	The Way Ahead				香 港	16p.			0			FALSE		WAR	248.1					1		0	
4453	A21913	13	詩 篇 綆 集 (滿 字 冊)	10	徐 松 石	浸 信 會	1973					香 港	182p.			0			FALSE		XU	223.207					1		0	
4454	H10025	4	反 彈	0	"Earles, Brent D."	宇 宙 光	1992					台 灣	.			0			FALSE		EAR	250				潘 淑 文	12		0	
4455	B15005	14	認 識 聖 靈	11	寇 世 遠	大 光	1987				寇 世 遠 研 經 集	台 灣	205p.			0			FALSE		KOU	237					16		0	
