Accession Number	Old Classification Number	Title Stroke	Title	Author Stroke	Author	Publisher	Publication Date	Original Title	Summary	Edition	Series	Publication Place	Pages or Duration	Notes	ISBN	Cost	Last Changed	Editor	Verified	Volume	Author Number	Classification Number	Book Type	Format	Media	Translator	Usage	Cataloged Date	Charge	Language
8404		16	辨 別 聖  靈  與  邪  靈	8	吳 伯 恩	校 園	1995					臺 北	172			0			FALSE		WU	237.3					8		0	國 語
8405		0	The Picture Bible	0		David C. Cook Publishing	1978					U.S.A.	766			0		"C. Elvan Olmstead, Ph.D."	FALSE		GOD						0		0	英 語
8406		0	The Holy Spirit Today	0	Frank Stagg	Broadman Press	1973					"Nashville, Tennessee"	93			0			FALSE		STA		LIV				0		0	英 語
8407		0	Life-Style Stewardship Planbook	0	Thomas L. Are	Lay Renewal Publications	1977					"Georgia, U.S.A."	72			0			FALSE		ARE		LIV				0		0	英 語
8408		0	The Normal Christian Church Life	0	Watchman Nee	The Stream Publishers	1970					"Kowloon, Hong Kong"	127			0			FALSE		NEE		LIV				0		0	英 語
8409		0	Questions & Answers on Bible Prophecy	0	Dr. Hilton Sutton	Harrison House	1982					"Oklahoma,U.S.A."	135			0			FALSE		SUT		LIV				0		0	英 語
8410		0	Three Steps Forward Two Steps Back	0	Charles R. Swindoll	Worldwide	1980					"Minnesota, U.S.A."	191			0			FALSE		SWI		LIV				0		0	英 語
8411		0	The Meaning of Christ	0	Robert Clyde Johnson	The Westminster Press	1952					"Philadelphia, U.S.A."	96			0			FALSE		JOH		LIV				0		0	英 語
8412		0	Peace Within Yourself	0	Joseph Murphy	"DeVORSS & CO., Publishers"	1984					"CA, U.S.A."	284			0			FALSE		MUR		LIV				0		0	英 語
8413		0	The Abundant Life--Bible Study Course	0	Ray E. Baughman	Moody Press	1959					"Chicago, U.S.A."	191			0			FALSE		BAU		LIV				0		0	英 語
8414		0	Toward a Healthy Marriage	0	Bernard Harnik	"Word Books, Publishers"	1976					"Texas, U.S.A."	166			0			FALSE		HAR		LIV				0		0	英 語
8415		0	Job for Modern Man	0		American Bible Society	1971					U.S.A.	89			0			FALSE		GOD						0		0	英 語
8416		0	Your Faith and Your Life Work	0	Elmer G. Million	Friendship Press	1960					"New York, U.S.A."	80			0			FALSE		MIL		LIV				0		0	英 語
8417		0	Building Up One Another	0	Gene A. Getz	Victor Books	1978					"Illinois, U.S.A."	120			0			FALSE		GET		LIV				0		0	英 語
8418		0	Flamed By The Spirit	0	Dale W. Brown	The Brethren Press	1978					"Illinois, U.S.A."	80			0			FALSE		BRO		LIV				0		0	英 語
8419		0	How To Be A Caring Christian	0	Warren W. Wiersbe	Back To The Bible	1981					"Nebraska, U.S.A."	100			0			FALSE		WIE		LIV				0		0	英 語
8420		0	Stress Points In Marriage	0	Bill & Deana Blackburn	Word Books	1986					"Texas, U.S.A."	237			0			FALSE		BLA		LIV				0		0	英 語
8421		0	Keys To Happy Family Living	0	Henry Brandt	The Moody Bible Institute	1958					"Chicago, U.S.A."	210			0			FALSE		BRA		LIV				0		0	英 語
8422		0	Things That Are Needful	0	John Henry Jowett	Baker Book House	1977					"Michigan, U.S.A."	128			0			FALSE		JOW		LIV				0		0	英 語
8423		0	Orbit of Ashes--Jesus is Coming!	0	Bill McKee	Tyndale House Publishers	1972					"Illinois, U.S.A."	142			0			FALSE		MCK		LIV				0		0	英 語
8424		0	Well...Excuse Me	0	Dennis & Linda Roberts	Harvest House Publishers	1979					"Oregon, U.S.A."	45			0			FALSE		ROB		LIV				0		0	英 語
8425		0	How to Walk With God	0	Wim Malgo	"Midnight Call, Incorporated"	1983					"South Carolina, U.S.A."	26			0			FALSE		MAL		LIV				0		0	英 語
8426		0	Learning Together in the Christian Fellowship	0	Sara Little	John Knox Press	1962					"Virginia, U.S.A."	104			0			FALSE		LIT		LIV				0		0	英 語
8427		0	Spiritual Lessons	0	J. Oswald Sanders	Moody Press	1944					"Chicago, U.S.A."	189			0			FALSE		SAN		LIV				0		0	英 語
8428		0	A Grande Descoberta (Bible)	0		Cemear	1972					Brasil	312			0			FALSE		GOD						0		0	Spanish
8429		0	Power for the Church in the Midst of Chaos	0	Harry N. Huxhold	Concordia Publishing House	1973					London	95			0			FALSE		HUX		LIV				0		0	英 語
8430		0	What Every Christian Should Know About Growing-Basic Steps to Disciple	0	LeRoy Eims	Victor Books	1989					"Illinois, U.S.A."	168			0			FALSE		EIM		LIV				0		0	英 語
8431		0	The Good Life	0	Henry Jacobsen	Victor Books	1968					"Illinois, U.S.A."	120			0			FALSE		JAC		LIV				0		0	英 語
8432		0	Kingdom Come!	0	Robert S. Paul	William B. Eerdmans Publishing Company	1974					"Michigan, U.S.A."	88			0			FALSE		PAU		LIV				0		0	英 語
8433		0	Spiritual Leadership	0	J. Oswald Sanders	Moody Press	1967					"Chicago, U.S.A."	255			0			FALSE		SAN		LIV				0		0	英 語
8434		0	Living for Christ	0	Joseph C. Mclelland	John Knox Press	1963					"Virginia, U.S.A."	109			0			FALSE		MCL		LIV				0		0	英 語
8435		0	Symbols of the Holy Spirit	0	C. Gordon Brownville	"Tyndale House Publishers, Inc."	1978					"Illinois, U.S.A."	139			0			FALSE		BRO		LIV				0		0	英 語
8436		0	Growing Into Faith	0	Kendrick Strong	The Christian Education Press	1955					"Pennsylvania, U.S.A."	126			0			FALSE		STR		LIV				0		0	英 語
8437		0	Your Adversary The Devil	0	J. Dwight Pentecost	Zondervan Publishing House	1969					"Michigan, U.S.A."	191			0			FALSE		PEN		LIV				0		0	英 語
8438		0	Walking With Loneliness	0	"Paula Ripple, F.S.P.A."	Ave Maria Press	1982					"Indiana, U.S.A."	159			0			FALSE		RIP		LIV				0		0	英 語
8439		0	All the Way on Discipleship	0	Lyman Coleman & Denny Rydberg	Serendipity Press	1989					"Colorado, U.S.A."	48			0			FALSE		COL		LIV				0		0	英 語
8440		0	Follow Me!-Walking With Jesus in Everyday Life	0	Don Cousins & Judson Poling	Zondervan Publishing House	1992					"Michigan, U.S.A."	74			0			FALSE		COU		LIV				0		0	英 語
8441		0	The Way to Maturity	0	John Wimber & Kevin Springer	Regal Books	1993					"California, U.S.A."	147			0			FALSE		WIM		LIV				0		0	英 語
8442		0	"After Death, What?"	0	Gerald C. Studer	Herald Press	1976					Pennsylvania & Ontario	183			0			FALSE		STU		LIV				0		0	英 語
8443		0	The War Within You	0	Craig Massey	Moody Press	1977					"Chicago, U.S.A."	125			0			FALSE		MAS		LIV				0		0	英 語
8444		0	The Distinguishing Traits of Christian Character	0	"Gardiner Spring, D.D."	Presbyterian and Reformed Publishing Co.	1979					"New Jersey, U.S.A."	80			0			FALSE		SPR		LIV				0		0	英 語
8445		0	Glorious is the Baptism of the Spirit	0	Robert K. Churchill	Presbyterian and Reformed Publishing Company	1976					U.S.A.	74			0			FALSE		CHU		LIV				0		0	英 語
8446		0	Love Your Body	0	Louise L. Hay	"Hay House, Inc."	1989					"California, U.S.A."	106			0			FALSE		HAY		LIV				0		0	英 語
8447		0	Demons yes-but thank God for good Angels	0	"Lehman Strauss, Litt. D."	Loizeaux Brothers	1976					"New Jersey, U.S.A."	121			0			FALSE		STR		LIV				0		0	英 語
8448		8	宗 教 戰 爭	7	李 徹	華 府 基 督 生 命 堂	2001					美 國	0			0			FALSE		LEE	248			AC		5		0	國 語
8450		7	決 斷 的 愧 力	7	李 徹	華 府 基 督 生 命 堂	2001					美 國	0			0			FALSE		LEE	248			AC		6		0	國 語
8451			權 柄 生 活 的 回 復	7	李 徹	華 府 基 督 生 命 堂	2001					美 國	0			0			FALSE		LEE	248			AC		6		0	國 語
8452			未 識 之 神 ( 一 )	7	李 定 武	更 新	2001				生 之 追 尋	新 州	0			0			FALSE		LEE	248			AC		5		0	國 語
8453		2	人 性 的 枷 鎖  ( 二  )	7	李 定 武	更 新	2001				生 之 追 尋	新 州	0			0			FALSE		LEE	248			AC		5		0	國 語
8454		8	奇 異 恩 典  ( 三  )	7	李 定 武	更 新	2001				生 之 追 尋	新 州	0			0			FALSE		LEE	248			AC		3		0	國 語
8455			滿 足 的 生 命   ( 四  )	7	李 定 武	更 新	2001				生 之 追 尋	新 州	0			0			FALSE		LEE	248			AC		4		0	國 語
8456		10	被 神 所 充 滿 的 教 會 ( 一 )	7	李 定 武	更 新	2001				生 之 追 尋	新 州	0			0			FALSE		LEE	248			AC		0		0	國 語
8457		10	被 神的 愛  所 充 滿 的 教 會 ( 二  )	7	李 定 武	更 新	2001				生 之 追 尋	新 州	0			0			FALSE		LEE	248			AC		0		0	國 語
8458		10	被 神的靈 所 充 滿 的 教 會 ( 三  )	7	李 定 武	更 新	2001				生 之 追 尋	新 州	0			0			FALSE		LEE	248			AC		0		0	國 語
8459		10	滿 有 基 督 恩 賜 的  教 會 ( 四 ) )	7	李 定 武	更 新	2001				生 之 追 尋	新 州	0			0			FALSE		LEE	248			AC		0		0	國 語
8460		10	滿 有 基 督 身 量  的  教 會 ( 五 ) ) )	7	李 定 武	更 新	2001				生 之 追 尋	新 州	0			0			FALSE		LEE	248			AC		0		0	國 語
8462		10	基 督 徒 屬 靈 的 爭 戰  教 會 ( 五 ) ) )	7	李 定 武	更 新	2001				生 之 追 尋	新 州	0			0			FALSE		LEE	248			AC		0		0	國 語
8463		2	人 際 關 係 與 溝 通 ( 上  )	8	邱 清 泰	中 信 佈  道	2000					臺 灣	0			0			FALSE		CHI	249			AC		4		0	國 語
8465		2	人 際 關 係 與 溝 通 ( 下 )	8	邱 清 泰	中 信 佈  道	2000					臺 灣	0			0			FALSE		CHI	249			AC		4		0	國 語
8466		5	台 商 的 生 機	13	董 榮 光	浸 傳	2002					臺 灣	0			15			FALSE		TON	245			VR		1		0	國 語
8467		14	算 命 與 改 運	13	葉 明 翰	新 城	1999					美 國	0			0			FALSE		YEH	235			VR		2		0	國 語
8468		9	重 建 與 關 切	8	吳 德 聖	新 城	2002					美國	0			0			FALSE		WU	248			AC		1		0	國 語
8469		5	生 命 的 思 考 與 選 擇	8	吳 德 聖	新 城	2002					美國	0			0			FALSE		WU	248			AC		0		0	國 語
8470		6	有 能 力 的 見 証 人	8	吳 德 聖	新 城	2002					美國	0			0			FALSE		WU	248			AC		0		0	國 語
8471		7	你 真 偉 大	0		布 碌 崙 教 會	2001					美 國	0			0			FALSE			257			VR		0		0	國 語
8472		10	"荒漠甘泉 (1,2 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	242			AC		5		0	國 語
8473		10	"荒漠甘泉 ( 3,4 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	242			AC		5		0	國 語
8474		10	"荒漠甘泉 ( 5,6 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	242			AC		1		0	國 語
8475		10	"荒漠甘泉 (7,8 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	242			AC		1		0	國 語
8476		10	"荒漠甘泉 ( 9,10 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	242			AC		1		0	國 語
8477		10	"荒漠甘泉 ( 11, 12 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	242			AC		1		0	國 語
8478		10	"荒漠甘泉 (13,14 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	242			AC		1		0	國 語
8479		10	"荒漠甘泉 ( 15,16 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	242			AC		1		0	國 語
8480		10	"荒漠甘泉 ( 17,18 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	242			AC		1		0	國 語
8481		10	"荒漠甘泉 ( 19,20 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	242			AC		1		0	國 語
8482		10	"荒漠甘泉 ( 21,22 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	242			AC		1		0	國 語
8483		10	"荒漠甘泉 ( 23,24 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	242			AC		1		0	國 語
8484		10	"荒漠甘泉 ( 25,26 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	242			AC		1		0	國 語
8485		10	"荒漠甘泉 ( 27,28 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	242			AC		1		0	國 語
8486		10	"荒漠甘泉 ( 29,30 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	242			AC		1		0	國 語
8487		10	"荒漠甘泉 ( 31,32 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	242			AC		1		0	國 語
8488		10	"荒漠甘泉 ( 33,34 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	242			AC		1		0	國 語
8489		10	"荒漠甘泉 ( 35,36 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	242			AC		1		0	國 語
8490		10	"荒漠甘泉 ( 37,38 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	242			AC		2		0	國 語
8491		10	"荒漠甘泉 ( 39,40 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	242			AC		1		0	國 語
8492		10	"荒漠甘泉 ( 41,42 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	242			AC		2		0	國 語
8493		10	"荒漠甘泉 ( 43,44 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	242			AC		1		0	國 語
8494		10	"荒漠甘泉 ( 45,46 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	242			AC		1		0	國 語
8495		10	"荒漠甘泉 ( 47,48 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	242			AC		1		0	國 語
8496		12	"創世記 ( 1,2 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		2		0	國 語
8497		12	"創世記 (3,4 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		2		0	國 語
8498		12	"創世記 (5,6 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		2		0	國 語
8499		12	"創世記 (7,8 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		2		0	國 語
8500		12	"創世記 (9,10 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		2		0	國 語
8501			"利未記 (1,2 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		1		0	國 語
8502			"利未記 (3,4 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		1		0	國 語
8503			"利未記 (5,6 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		1		0	國 語
8504		5	"民數記 (1,2 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		2		0	國 語
8505		5	"民數記 (3,4 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		2		0	國 語
8506		5	"民數記 (5,6 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		2		0	國 語
8507		5	"民數記 (7,8 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		2		0	國 語
8508			"申命記 (1,2 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		1		0	國 語
8509			"申命記 (3,4 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		1		0	國 語
8510			"申命記 (5,6 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		1		0	國 語
8511		9	"約書亞記 (1,2 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		2		0	國 語
8512		9	"約書亞記 (3,4 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		1		0	國 語
8513		2	"士師記 (1,2 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		1		0	國 語
8514		2	"士師記 (3,4 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		1		0	國 語
8515		13	"路得記 (1,2 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		1		0	國 語
8516		15	"撒母耳記上(1,2 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		0		0	國 語
8517		15	"撒母耳記上(3,4 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		0		0	國 語
8518		15	"撒母耳記上(5,6 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		0		0	國 語
8519		15	"撒母耳記下(1,2 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		0		0	國 語
8520		15	"撒母耳記下(3,4 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		0		0	國 語
8521		15	"撒母耳記下(5,6 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		0		0	國 語
8522		6	"列王記上(3,4 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		1		0	國 語
8523		6	"列王記上(3,4 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		0		0	國 語
8524		6	"列王記上(5,6 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		0		0	國 語
8525		6	"列王記下(1,2 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		0		0	國 語
8526		6	"列王記下(3,4 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		0		0	國 語
8527		16	"歷代記上(1,2 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		1		0	國 語
8528		16	"歷代記上(3,4 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		0		0	國 語
8529		16	"歷代記上(5,6 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		0		0	國 語
8530		16	"歷代記下(1,2 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		0		0	國 語
8531		16	"歷代記下(3,4 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		0		0	國 語
8532			"尼希米記(1,2 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		0		0	國 語
8533		5	"以斯帖記(1,2 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		0		0	國 語
8534		9	"約伯記(1,2 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		0		0	國 語
8535		9	"約伯記 (3,4 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		0		0	國 語
8536		7	"那鴻。。。。瑪拉基書(1,2 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		1		0	國 語
8537		15	"撒迦利亞A(1,2 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		0		0	國 語
8538		15	"箴言(1,2)"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		0		0	國 語
8539		15	"箴言(3,4)"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		0		0	國 語
8540		13	"傳道書 ( 1,2 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		0		0	國 語
8541		5	"以賽亞書 ( 1,2 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		1		0	國 語
8542		5	"以賽亞書 ( 3,4 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		1		0	國 語
8543		5	"以賽亞書 ( 5,6 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		1		0	國 語
8544		5	"以賽亞書 ( 7,8 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		1		0	國 語
8545		9	"耶利米書 ( 1,2 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		0		0	國 語
8546		9	"耶利米書 ( 3,4 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		0		0	國 語
8547		9	"耶利米書 ( 5,6 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		0		0	國 語
8548		9	"耶利米書 ( 7,8 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		0		0	國 語
8549		5	"以西結書 ( 1,2 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		0		0	國 語
8550		5	"以西結書 ( 3,4 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		0		0	國 語
8551		5	"以西結書 ( 5,6 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		0		0	國 語
8552		7	"但以理書 ( 1,2 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		0		0	國 語
8553		7	"何西阿書 ( 1,2 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		0		0	國 語
8554		10	"馬太福音 ( 1,2 )"	5	主恩服務社	主恩服務社	2000					臺北桃園			9579507295				FALSE		CHU	222			AC		6		0	國 語
8555		10	"馬太福音 ( 3,4 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		5		0	國 語
8556		10	"馬太福音 ( 5,6 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		4		0	國 語
8557		10	"馬可福音 ( 1,2 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		3		0	國 語
8558		10	"馬可福音 ( 3,4 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		2		0	國 語
8559		13	"路加福音 ( 1,2 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		5		0	國 語
8560		13	"路加福音 ( 1,2 )附錄聖歌"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		1		0	國 語
8561		13	"路加福音 ( 3,4 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		3		0	國 語
8562		13	"路加福音 ( 5,6 )"	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		2		0	國 語
8563		14	福音集錦 ( 1集 )	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		2		0	國 語
8564		14	福音集錦 (2集 )	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		1		0	國 語
8565		14	福音集錦 ( 3集 )	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		0		0	國 語
8566		13	詩篇 (1 至 21 篇 )	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		3		0	國 語
8567		13	詩篇 ( 40 至 57 篇 )	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		1		0	國 語
8568		13	詩篇 ( 58 至 75 篇 )	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		1		0	國 語
8569		13	詩篇 ( 76 至 90 篇 )	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		1		0	國 語
8570		13	詩篇 ( 91 至 107 篇 )	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		1		0	國 語
8571		13	詩篇 ( 108 至 123 篇 )	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		2		0	國 語
8572		13	詩篇 ( 124 至 150 篇 )	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		3		0	國 語
8574		13	詩篇 (22 至 39 篇 )	5	主恩服務社	主恩	2000					臺灣桃園	0			0			FALSE		CHU	222			AC		1		0	國 語
8575		10	疾風烈火	0	CYMBALA J.& MERRILL D.	雅歌	2002	"Fresh Wing, Fresh Fire"				臺北	215			0			FALSE		CYM	248					6		0	國 語
